code,title,credits
NURS 5396,CURRENT BIOTECHNOLOGY IN HEALTH CARE,3
MATH 5392,SELECTED TOPICS IN MATHEMATICS,3
HIST 3306,HISTORY AND FILM,3
MUSI 5133,PRIVATE LESSONS IN FLUTE,1
MARK 5311,MARKETING,3
EXSA 0176,ZUMBA INTERVAL TRAINING,1
CSE 5322,SOFTWARE DESIGN PATTERNS,3
BCMN 2366,AERIAL VIDEOGRAPHY AND PHOTOGRAPHY,3
ENGL 0301,INTEGRATED READING AND WRITING FUNDAMENTALS,3
CSE 5333,CLOUD COMPUTING,3
KINE 4316,FITNESS PROGRAMMING,3
BIOL 4179,RESEARCH AND DIRECTED STUDY,1
BIOL 4279,RESEARCH AND DIRECTED STUDY,2
CRCJ 5318,CRIMINAL JUSTICE PERSONNEL ADMINISTRATION,3
CSE 4340,FUNDAMENTALS OF WIRELESS NETWORKS,3
PAPP 5358,ETHICS IN THE PUBLIC SERVICE,3
MANA 5334,ORGANIZATION CONSULTING & RESEARCH,3
NURS-EL 3347,SPECIALIZED TOPICS IN NURSING,3
PHYS 5312,MATHEMATICAL METHODS IN PHYSICS II,3
MAE 4338,FAILURE ANALYSIS,3
EXCH 2591,EXCHANGE COURSE,5
MUSI 2325,THEORY AND HARMONY III,3
PSYC 3312,SOCIAL & PERSONALITY DEVELOPMENT,3
MUSI 0131,COMMERCIAL MUSIC ENSEMBLE,1
LAPS 5377,LINEAR MODELS AND EXPERIMENTAL DESIGN,3
GEOL 4335,TECTONICS AND ISOTOPES,3
NURS 5467,PEDIATRIC COMPLEX CARE,4
COMM 4351,FAMILY AND HEALTH COMMUNICATION,3
JOUR 3330,DATA JOURNALISM,3
CE 5385,STRUCTURAL DYNAMICS,3
MATH 5399,RESEARCH IN MATHEMATICS,3
BE 3352,DIGITAL PROCESSING OF BIOLOGICAL SIGNALS,3
CSE 4345,COMPUTATIONAL METHODS,3
KINE 4323,MOTOR CONTROL AND LEARNING,3
DNCE 1135,BALLET I,1
LARC 5312,HISTORY AND THEORY OF LANDSCAPE ARCHITECTURE,3
BE 3301,CELL PHYSIOLOGY FOR BIOENGINEERS,3
PAPP 5310,URBAN POLICY AND THE LAW,3
EE 5385,NONLINEAR OPTICS,3
MATH 5316,COMBINATORIAL OPTIMIZATION,3
LING 5326,BILINGUALISM,3
SPAN 5302,SPANISH DIALECTOLOGY,3
INTD 4332,PROFESSIONAL PRACTICE IN INTERIOR DESIGN,3
SOCI 3372,SOCIOLOGICAL THEORY,3
BCMN 3360,SPORTS REPORTING,3
CRCJ 5393,TOPICS IN CRIME AND CRIMINOLOGY,3
PHYS 1300,INTRODUCTION TO MUSICAL ACOUSTICS,3
COLA 1100,INTRODUCTION TO LIBERAL ARTS,1
FINA 5315,HEALTH CARE FINANCIAL MANAGEMENT,3
LING 3370,PSYCHOLOGY OF LANGUAGE,3
AE 5312,CONTINUUM MECHANICS,3
LING 5392,THESIS SUBSTITUTE,3
PHIL 4391,UNDERGRADUATE CONFERENCE COURSE,3
SOCW 6346,TEACHING PRACTICUM,3
POLS 5320,THE AMERICAN PRESIDENCY,3
EE 4314,CONTROL SYSTEMS,3
CSE 1205,INTRODUCTION TO COMPUTER SCIENCE AND ENGINEERING,2
ECON 3302,THE ECONOMICS OF CRIME,3
MAS 4350,TOPICS IN MEXICAN AMERICAN STUDIES,3
PHYS 5316,SOLID STATE II,3
NURS 5462,ADULT GERONTOLOGY PRIMARY CARE,4
CSE 6306,ADVANCED TOPICS IN OPERATING SYSTEMS,3
ECON 3317,ECONOMIC DATA LITERACY & VISUALIZATION,3
NURS 5698,THESIS,6
COMM 5306,QUALITATIVE RESEARCH METHODS,3
INTD 3554,DESIGN STUDIO: INTERIOR DESIGN III,5
EDADIR 6391,INDEPENDENT RESEARCH,3
CHEM 2321,ORGANIC CHEMISTRY I,3
PLAN 5300,FOUNDATIONS OF URBAN THEORY,3
HIST 5360,READING COLLOQUIUM IN EARLY TRANSATLANTIC HISTORY,3
PHIL 3302,HISTORY OF PHILOSOPHY: ROMAN AND MEDIEVAL PHILOSOPHY,3
CRCJ 4301,THE AMERICAN JUDICIAL SYSTEM,3
THEA 3343,MAKEUP FOR THE CAMERA,3
DS 4329,DISABILITY & WORK,3
MUSI 4191,CONFERENCE COURSE,1
MSE 4345,CERAMIC MATERIALS,3
CRCJ 4343,FORENSIC EXPERT TESTIMONY,3
ART 4321,EXHIBITION DESIGN,3
PHIL 2311,LOGIC,3
LING 4327,SECOND LANGUAGE ACQUISITION,3
KINE 2302,DANCE AND MOVEMENT ACTIVITIES,3
NURSG 5367,EVIDENCE BASED PRACTICE,3
BIOL 5421,METHODS IN MOLECULAR MICROBIOLOGY,4
LARC 5331,PLANTING DESIGN,3
MATH 5308,MATHEMATICAL ANALYSIS II,3
MUSI 5122,PRIVATE LESSONS IN ORGAN,1
NURSU 3309,MEDICAL TERMINOLOGY FOR HEALTHCARE PROVIDERS,3
SPAN 3302,TOPICS IN HISPANIC LITERATURE IN TRANSLATION,3
NURSG 5329,ROLE OF THE NURSE EDUCATOR,3
MODL 3393,MODERN LANGUAGE INTERNSHIP,3
KINE 5432,PATHOPHYSIOLOGY AND PHARMACOLOGY,4
BE 5329,NEURAL ENGINEERING,3
CSE 6324,ADVANCED TOPICS IN SOFTWARE ENGINEERING,3
MUSI 1144,PRIVATE LESSONS IN DOUBLE BASS,1
EE 5323,NONLINEAR SYSTEMS,3
ART 4350,ADVANCED CINEMA PRODUCTION (ACP): DOCUMENTARY,3
NURS-UL 3632,CLINICAL NURSING FOUNDATIONS,6
MUSI 5321,PRIVATE LESSONS IN PIANO,3
GEOL 5309,GEOMORPHOLOGY & QUATERNARY STRATIGRAPHY OF SEDIMENTARY SYSTEMS,3
INTS 1310,INTRODUCTION TO POPULAR CULTURE,3
GEOG 4332,GLOBAL POSITIONING SYSTEM,3
PHYS 4185,ADVANCED ELECTRICITY AND MAGNETISM LABORATORY,1
ART 5343,RESEARCH IN PRINTMAKING,3
LAPS 5375,PROBABILITY AND STATISTICAL INFERENCE,3
EXCH 6391,EXCHANGE COURSE,3
NE 4302,NUCLEAR REACTOR THEORY AND TECHNOLOGY OF THE NUCLEAR POWER PLANT,3
MUSI 5220,PRIVATE LESSONS IN VOICE,2
POLS 5329,PUBLIC BUDGETING,3
MATH 1316,MATHEMATICS FOR ECONOMICS AND BUSINESS ANALYSIS,3
UDES 3304,DIGITAL METHODS IN SUSTAINABLE URBAN DESIGN,3
NURS 6370,INDEPENDENT STUDY IN NURSING,3
EE 2441,DIGITAL DESIGN AND PROGRAMMABLE MICROCONTROLLERS,4
SOCI 3334,SOCIOLOGY OF GENDER,3
CM 4335,GEOTECHNICAL ASPECTS OF CONSTRUCTION,3
ACCT 5318,STUDIES IN AUDITING,3
KINE 4391,CONFERENCE COURSE,3
HIST 3308,HISTORY OF MADNESS,3
FINA 6392,RESEARCH IN FINANCE,3
CE 5333,TRAFFIC CONTROL SYSTEMS,3
CSE 4381,INFORMATION SECURITY II,3
PAPP 5398,THESIS,3
ART 4291,INDEPENDENT STUDY,2
POLS 5392,INSIDE WASHINGTON: POLICYMAKING FROM THE GROUND UP,3
ME 5698,THESIS,6
ECON 5300,ADVANCED COMMUNICATION FOR BUSINESS AND ECONOMIC PROFESSIONALS,3
ENGL 5306,VICTORIAN ENGLISH LITERATURE,3
ARCH 4347,DIGITAL TECTONICS & PROTOTYPING,3
CE 3131,ENVIRONMENTAL ANALYSIS,1
ESOL 5301,ACADEMIC SPEAKING AND LISTENING,3
EXCH 2291,EXCHANGE COURSE,2
EVSE 5458,MACHINE LEARNING FOR EARTH AND ENVIRONMENTAL SCIENTISTS,4
ASDS 5306,APPLIED TIME SERIES ANALYSIS IN DATA ANALYTICS,3
MODL 4393,MODERN LANGUAGE INTERNSHIP,3
NURSU 4300,COOPERATIVE NURSING WORK EXPERIENCE,3
LIST 5385,DESIGNING LITERACY RESEARCH,3
PSYC 4361,READINGS IN PSYCHOLOGY,3
NURS 3337,INDEPENDENT STUDY,3
HIST 6399,DISSERTATION,3
CRCJ 5350,THEORETICAL CRIMINOLOGY,3
CE 4334,DRONES & ADVANCED CONSTRUCTION TECHNOLOGY,3
DASC 5309,DATA SCIENCE CAPSTONE PROJECT,3
EDAD 5360,LEADERSHIP THEORY,3
PSYC 3326,ANIMAL BEHAVIOR,3
EE 4375,INTRODUCTION TO POWER ELECTRONICS,3
ME 5397,RESEARCH IN MECHANICAL ENGINEERING,3
SOCW 5317,PALLIATIVE CARE,3
COMM 4305,COMMUNICATION & SOCIETY,3
CHEM 5398,THESIS,3
ART 5342,RESEARCH IN GLASS,3
ART 3310,FILM AS ART,3
BIOL 2300,BIOSTATISTICS,3
EXCH 5491,EXCHANGE COURSE,4
ART 3357,SUSTAINABLE DESIGN,3
DATA 1301,INTRODUCTION TO DATA SCIENCE,3
KINE 3357,PHYSICAL ACTIVITY IN PUBLIC HEALTH,3
EXSS 3220,LIFEGRD TRAING,2
ART 4378,TOPICS IN SCREENWRITING,3
MUSI 3254,PRIVATE LESSONS IN JAZZ PIANO,2
EXSS 1225,APP EXER & MVT,2
ME 5010,AUTOMOTIVE ENGINEERING PRACTICUM,0
EXCH 5391,EXCHANGE COURSE,3
ARCH 5325,ENVIRONMENTAL CONTROL SYSTEMS I,3
ASDS 6304,OPTIMIZATION AND BIG DATA ANALYTICS,3
HEED 4310,STRESS MANAGEMENT,3
SOCI 3332,SOCIOLOGY OF REPRODUCTION,3
MUSI 2154,PRIVATE LESSONS IN JAZZ PIANO,1
MUSI 5226,PRIVATE LESSONS IN VIOLA,2
LSHP 4312,LEADER ETHICS,3
EVSE 5689,RESEARCH IN ENVIRONMENTAL SCIENCES,6
ARAB 3310,ARABIC LOCALIZATION AND TRANSLATION,3
NURS 6190,SPECIAL TOPICS IN NURSING,1
INSY 6182,INDEPENDENT STUDY IN INFORMATION SYSTEMS,1
GEOL 5323,REMOTE SENSING FUNDAMENTALS,3
CE 3301,STOCHASTIC MODELS FOR CIVIL ENGINEERING,3
GERM 2314,INTERMEDIATE GERMAN II,3
MODL 4348,NATURAL LANGUAGE PROCESSING AND UNDERSTANDING,3
CSE 3341,DIGITAL LOGIC DESIGN II,3
HONR-VP 2303,HONORS SPECIAL TOPICS,3
BE 4390,UNDERGRADUATE RESEARCH PROJECT,3
KINE 5389,RESEARCH MANUSCRIPT SUBMISSION,3
CHEM 2181,ORGANIC CHEMISTRY I LABORATORY,1
NURS-SS 2232,LEARNING PROFESSIONAL NURSING AND LIFE SKILLS,2
MUSI 1154,PRIVATE LESSONS IN JAZZ PIANO,1
MUSI 5102,A CAPPELLA CHOIR,1
MARK 4322,ADVANCED MARKETING MANAGEMENT AND STRATEGY,3
GEOL 5421,GEOCHRONOLOGY,4
EDAD 6999,DISSERTATION,9
MUSI 5215,INSTRUMENTAL MATERIALS AND TECHNIQUES I,2
ACCT 5382,INDEPENDENT STUDIES IN ACCOUNTING,3
AE 5341,CONTROL SYSTEM COMPONENTS,3
FINA 5182,INDEPENDENT STUDIES IN FINANCE,1
REAE 5337,REAL PROPERTY LAW,3
AE 5303,CLASSICAL METHODS OF CONTROL SYSTEMS ANALYSIS AND SYNTHESIS,3
ACCT 5314,PRINCIPLES OF FEDERAL INCOME TAX,3
EE 1106,ELECTRICAL ENGINEERING FRESHMAN PRACTICUM,1
CSE 5329,SOFTWARE ENGINEERING TEAM PROJECT II,3
MATH 3303,MATHEMATICAL GAME THEORY,3
AE 5322,AEROELASTICITY,3
ARCH 5593,DESIGN STUDIO III,5
PAPP 6344,QUALITATIVE METHODS,3
GEOL 5371,BASIN ANALYSIS,3
BE 5350,MODELING AND CONTROL OF BIOLOGICAL SYSTEMS,3
CHEM 3182,PHYSICAL CHEMISTRY II LABORATORY,1
BE 5344,BIOINSTRUMENTATION I,3
MUSI 4492,COMPOSITION III,4
EXSA 0171,WATER POLO,1
KINE 5346,ADVANCED FUNCTIONAL ASSESSMENT AND CORRECTIVE EXERCISE,3
CHEM 5692,RESEARCH IN CHEMISTRY,6
CM 4332,CONSTRUCTION FIELD OPERATIONS,3
DATA 4390,DATA SCIENCE RESEARCH,3
GEOL 5320,UNDERSTANDING GEOGRAPHIC INFORMATION SYSTEMS,3
ECON 5312,MACROECONOMIC THEORY,3
EE 4334,PROGRAMMABLE LOGIC DESIGN,3
MSE 4391,ADVANCED PROBLEMS IN MATERIALS SCIENCE & ENGINEERING,3
COMM 3315,COMMUNICATION THEORY,3
SPAN 4321,TOPICS IN PROFESSIONAL WRITING,3
ARCH 4329,TOPICS IN COMPUTERS AND DESIGN,3
ENVR 4458,MACHINE LEARNING FOR EARTH AND ENVIRONMENTAL SCIENTISTS,4
PLAN 6300,ADVANCED URBAN THEORY,3
HONR 4404,HONORS INDEPENDENT STUDY,4
PAPP 5350,INTRODUCTION TO PUBLIC ADMINISTRATION,3
FS-CRCJ 1300,FIRST YEAR SEMINAR IN CRIMINOLOGY AND CRIMINAL JUSTICE,3
MAE 4347,HEAT EXCHANGER DESIGN,3
AAST 4376,AFRICAN DIASPORA I,3
PAPP 5345,EVALUATION RESEARCH,3
BE 4368,AN INTRODUCTION TO TISSUE ENGINEERING AND DRUG DELIVERY,3
KINE 6105,LABORATORY TECHNIQUE ROTATIONS IN KINESIOLOGY I,1
CRCJ 4387,TOPICS IN CRIME AND CRIMINOLOGY,3
MAE 4362,INTRODUCTION TO MICRO AND NANOFLUIDICS,3
BIOL 6391,ADVANCED RESEARCH,3
CHEM 4316,BIOCHEMICAL GENETICS,3
MUSI 3104,VOCAL COACHING,1
CSE 1106,INTRODUCTION TO COMPUTER SCIENCE AND ENGINEERING,1
KINE 6323,MOTOR CONTROL AND LEARNING,3
SPAN 4344,INTERPRETING IN LEGAL SETTINGS,3
ME 6997,RESEARCH IN MECHANICAL ENGINEERING,9
CE 2291,PROBLEMS IN CIVIL ENGINEERING,2
CRCJ 4380,COMPARATIVE CRIMINAL JUSTICE SYSTEMS,3
NURS 5670,INDEPENDENT STUDY IN NURSING,6
EE 5341,ELECTRONIC MATERIALS: FUNDAMENTALS AND APPLICATIONS,3
SOCI 3313,CRIMINOLOGY,3
CRCJ 4352,TERRORISM AND MASS VIOLENCE,3
MAE 3303,COMPRESSIBLE FLOW,3
CHEM 2322,ORGANIC CHEMISTRY II,3
LING 6360,DISCOURSE THEORY SEMINAR,3
CE 5380,MANAGEMENT OF INFRASTRUCTURE ASSETS,3
ART 3349,WATER MEDIA PAINTING,3
LARC 5300,INTRODUCTION TO LANDSCAPE ARCHITECTURE,3
CSE 5192,INDIVIDUAL STUDY IN COMPUTER SCIENCE,1
LING 5393,TESOL TEACHING AND OBSERVATION,3
MATH 1302,COLLEGE ALGEBRA,3
BE 4325,FUNDAMENTALS OF BIOENGINEERING,3
CE 5384,CONCRETE BRIDGE DESIGN AND EVALUATION,3
MATH 0100,DEVELOPMENTAL MATHEMATICS SUPPORT,1
MARK 5331,INTERNATIONAL MARKETING,3
ART 3365,CONCEPT ART,3
MARK 5329,SALES AND SALES MANAGEMENT,3
LING 5110,TESOL PRACTICUM,1
FREN 5998,THESIS,9
BSTAT 3322,ADVANCED STATISTICS FOR BUSINESS ANALYTICS,3
BIOL 3303,DRUGS AND BEHAVIOR,3
REAE 5316,ADAPTIVE REUSE & REDEVELOPMENT OF COMMERCIAL INVESTMENT REAL ESTATE,3
ARCH 4307,THE LIFE OF CITIES,3
BE 6997,RESEARCH IN BIOENGINEERING,9
MAE 3315,AEROSPACE STRUCTURAL STATICS,3
SPAN 5330,ADVANCED STUDIES IN SPANISH LINGUISTICS I,3
MUSI 2238,PRIVATE LESSONS IN JAZZ DRUMSET,2
AE 5197,RESEARCH IN AEROSPACE ENGINEERING,1
AE 5338,ANALYTICAL & COMPUTATIONAL DYNAMICS,3
LING 3301,TOPICS IN LINGUISTICS,3
MUSI 5325,PRIVATE LESSONS IN VIOLIN,3
MUSI 3214,CHORAL MATERIALS AND TECHNIQUES I,2
BE 2310,ENGINEERING APPROACHES TO SOLVING CLINICAL CHALLENGES,3
BIOL 4392,INSTRUCTIONAL TECHNIQUES IN MICROBIOLOGY LEADER,3
REAE 4314,REAL ESTATE DEVELOPMENT,3
ECON 3322,BITCOIN AND ECONOMICS OF CRYPTOCURRENCIES,3
LATN 1442,LATIN LEVEL II,4
MUSI 1301,ELEMENTS OF MUSIC,3
SOCW 5325,BUDGETING AND FINANCIAL MANAGEMENT,3
UNIV 1131,STUDENT SUCCESS,1
MATH 0311,FOUNDATIONS FOR CONTEMPORARY MATHEMATICS,3
EE 5354,MACHINE LEARNING,3
NURS 6322,TRANSLATIONAL RESEARCH,3
ASDS 5305,DEEP LEARNING AND ARTIFICIAL NEURAL NETWORKS,3
NURS 5350,ROLE OF THE NURSE IN ADVANCED PRACTICE,3
MUSI 3213,INSTRUMENTAL MATERIALS AND TECHNIQUES I,2
EMBA 5299,SPECIAL TOPICS IN EXECUTIVE BUSINESS EDUCATION,2
HIST 6991,INDEPENDENT STUDY,9
JOUR 2346,REPORTING,3
KINE 5195,INTERNSHIP IN GRADED EXERCISE TESTING FOR HIGH RISK POPULATIONS,1
EE 5387,FOURIER OPTICS AND HOLOGRAPHY,3
HONR-LA 3310,POLITICAL & COMMUNITY LEADERSHIP,3
BIOL 4355,METHODS IN FORENSIC BIOLOGY,3
ART 5647,RESEARCH IN DRAWING,6
ARCH 5191,CONFERENCE COURSE,1
IE 6699,DISSERTATION,6
CSE 5345,FUNDAMENTALS OF WIRELESS NETWORKS,3
GEOL 5370,SEDIMENTARY SYSTEMS,3
ME 5344,VISCOUS FLOWS,3
NURS 6381,RESEARCH PRACTICUM,3
SPAN 5998,THESIS,9
MATH 5331,ABSTRACT ALGEBRA I,3
KINE 5365,ADVANCED MOTOR DEVELOPMENT,3
PAPP 6314,SEMINAR IN POLICY PROCESSES,3
BE 5365,TISSUE ENGINEERING LAB,3
ME 5303,CLASSICAL METHODS OF CONTROL SYSTEMS ANALYSIS AND SYNTHESIS,3
ENGL 3378,TECHNICAL PROCEDURES AND MANUALS,3
INTD 1101,ACADEMIC SUCCESS SKILLS INTERIOR DESIGN,1
THEA 3352,STAGE MANAGEMENT & THEATRE ADMINISTRATION,3
ACCT 5352,INFORMATION SYSTEMS AUDIT AND CONTROL,3
NURS-HI 3358,FUNDAMENTAL TELEHEALTH SKILLS,3
SUT 2350,SPECIAL ISSUES IN SUBSTANCE USE TREATMENT,3
KINE 4356,PUBLIC HEALTH PROJECT DESIGN & ADMINISTRATION,3
BIOL 3331,SERVICE LEARNING,3
CSE 6999,DISSERTATION,9
BIOL 5301,LABORATORY ROTATION,3
EDUC 5364,EPISTEMOLOGY AND NEUROSCIENCE,3
MUSI 5140,PRIVATE LESSONS IN EUPHONIUM,1
MATH 1324,ALGEBRA AND TRIGONOMETRY,3
KINE 5336,ECG INTERPRETATION,3
CHEM 5382,ADVANCED LABORATORY TECHNIQUES IN CHEMISTRY II,3
PCOM 3320,STRATEGIC SOCIAL MEDIA COMMUNICATION,3
BCOM 4380,ADVANCED COMMUNICATIONS FOR BUSINESS,3
CE 6313,DESIGN OF EARTH DAMS,3
MSE 6996,MSE INTERNSHIP,9
MSE 6696,MSE INTERNSHIP,6
MUSI 4101,GERMAN AND ENGLISH DICTION,1
MUSI 2104,PERCUSSION CLASS,1
ECON 4331,SEMINAR IN ECONOMICS,3
BIOL 3249,COOPERATIVE PROGRAM IN BIOLOGY,2
BE 4312,TISSUE BIOMECHANICS AND BIOENGINEERING,3
HCAD 5340,HEALTH CARE STRATEGIC HUMAN CAPITAL,3
CTEC 4393,SPECIAL TOPICS,3
KINE 5190,SPECIAL TOPICS IN KINESIOLOGY,1
ART 5360,TOPICS IN THE HISTORY OF ART & DESIGN,3
ECON 5330,HUMAN RESOURCE ECONOMICS,3
FS-ENGL 1300,FIRST YEAR SEMINAR IN ENGLISH,3
BIOL 3340,BIOINFORMATICS,3
MUSI 4309,CHORAL CONDUCTING II,3
MUSI 3377,PRIVATE LESSONS IN HARPSICHORD,3
NURSC 5434,FAMILY III,4
REAE 4321,REAL ESTATE INVESTMENT,3
HONR-LA 3404,HONORS SPECIAL TOPICS,4
SOCW 4335,AGING IN AMERICAN SOCIETY,3
SOCW 4370,SOCIAL WORK IN THE SCHOOLS,3
COMS 3321,ORAL INTERPRETATION OF LITERATURE,3
INSY 6392,SELECTED TOPICS IN INFORMATION SYSTEMS,3
PLAN 4327,GREEN CITIES AND TRANSPORTATION,3
NURS 7399,DOCTORAL DEGREE COMPLETION,3
PSYC 4415,INTERNSHIP IN PSYCHOLOGY,4
GEOL 5369,SEQUENCE STRATIGRAPHY,3
EXSA 0157,AEROBIC DANCE,1
ME 5101,GRADUATE SEMINAR,1
CSE 5350,COMPUTER ARCHITECTURE II,3
EXSA 0140,GOLF,1
PHIL 3319,BIOMEDICAL ETHICS,3
INSY 4324,ENTERPRISE BUSINESS PROCESS DESIGN,3
COMS 1301,FUNDAMENTALS OF PUBLIC SPEAKING,3
DNCE 2238,DANCE COMPOSITION,2
CM 3341,CONSTRUCTION DESIGN,3
MUSI 2190,BODY AND BREATHING FOR FITNESS,1
ENVR 4308,ENVIRONMENTAL GEOCHEMISTRY,3
PLAN 6330,TECHNIQUES OF PLANNING ANALYSIS II,3
SPAN 2313,INTERMEDIATE SPANISH I,3
CE 3361,PROPERTIES & BEHAVIOR OF CIVIL ENGINEERING MATERIALS,3
CSE 6351,ADVANCED TOPICS IN COMPUTER ENGINEERING,3
MATH 1402,COLLEGE ALGEBRA,4
PLAN 5325,PHYSICAL PLANNING AND URBAN DESIGN,3
REAE 4331,SEMINAR IN REAL ESTATE,3
ARCH 5305,CITY OF ROME,3
NURS 6301,THEORY IN NURSING SCIENCE,3
POLS 3305,GOVERNMENT IN URBAN AMERICA,3
BE 5314,BIOMEDICAL IMPLANTS,3
FINA 4191,STUDIES IN FINANCE,1
GEOL 4351,SUSTAINABLE ENERGY RESOURCES,3
SOCW 4391,CONFERENCE COURSE,3
ART 2357,DIGITAL PHOTOGRAPHY FOR DESIGNERS,3
KINE 3304,ADAPTED PHYSICAL EDUCATION & SPORT,3
MATH 3321,ABSTRACT ALGEBRA I,3
HEED 3301,SPORTS NUTRITION,3
CRCJ 4313,SERIAL KILLERS,3
EE 4315,INTRODUCTION TO ROBOTICS,3
PLAN 5332,PROJECT STUDIO,3
ECON 5339,APPLIED BUSINESS AND ECONOMICS DATA ANALYSIS II,3
SOCW 5324,SOCIAL WORK SUPERVISION,3
EVSE 5189,RESEARCH IN ENVIRONMENTAL SCIENCES,1
ENGL 4331,BRITISH ROMANTICISM,3
EDAD 5315,RESEARCH PRACTICUM,3
MAE 2000,UNDERGRADUATE RESEARCH,0
GLOBAL 4312,INTERCULTURAL COMPETENCE FOR GLOBAL COMMUNICATION,3
NURSC 5343,NURSING LEADERSHIP AND COMPLEX HEALTH CARE SYSTEMS,3
NURSG 5318,ADVANCED PATHOPHYSIOLOGY FOR NURSE EDUCATORS,3
ENGL 3342,AMERICAN POETRY,3
CHEM 2180,RESEARCH IN CHEMISTRY,1
HCAD 5305,FINANCIAL ACCOUNTING FOR HEALTH CARE INDUSTRY,3
DIVR 3385,WOMEN AND CRIME,3
FS-MATH 1300,FIRST YEAR SEMINAR IN MATHEMATICS,3
BIOL 5311,EVOLUTION,3
MAE 3314,HEAT TRANSFER,3
MUSI 2155,PRIVATE LESSONS IN JAZZ PIANO,1
ACCT 4325,GOVERNMENTAL ACCOUNTING,3
HIST 3351,ANCIENT ROME,3
PHYS 4393,HONORS THESIS IN PHYSICS,3
STATS 5354,CATEGORICAL DATA ANALYSIS,3
PAPP 6307,URBAN GEOGRAPHY,3
MANA 5331,MANAGEMENT OF MULTINATIONAL ENTERPRISES,3
EDUC 4332,CLASSROOM INTERACTIONS,3
EDAD 5388,EDUCATIONAL POLICY ISSUES IN THE PUBLIC SCHOOLS,3
ADVT 4301,ADVERTISING AND IMC CAMPAIGNS,3
ART 3342,INTERMEDIATE GLASSBLOWING,3
AE 5328,COMPUTATIONAL AERODYNAMICS II,3
EDAD 5389,ADMINISTRATIVE PRACTICUM,3
ANTH 5315,ARCHAEOLOGICAL METHODS,3
PHIL 4291,UNDERGRADUATE CONFERENCE COURSE,2
SOCI 4293,INTERNSHIP IN SOCIOLOGY,2
KINE 5323,MOTOR CONTROL AND LEARNING,3
PAPP 5319,URBAN PROBLEMS,3
CRCJ 5310,STATISTICS & RESEARCH PRACTICES IN CRIMINAL JUSTICE,3
KINE 5498,THESIS,4
LARC 4351,ADVANCED COMPUTER AIDED DESIGN,3
MATH 3302,MULTIVARIATE STATISTICAL METHODS,3
MUSI 5358,TEACHING MUSIC IN HIGHER EDUCATION,3
ART 4390,CONFERENCE COURSE: ART HISTORY,3
ME 5322,ADVANCED STRUCTURAL DYNAMICS,3
UNIV 1101,CAREER PREPARATION AND STUDENT SUCCESS,1
PSYC 4332,THEORIES OF HUMAN LEARNING AND MEMORY,3
ARCH 4557,DESIGN STUDIO: ARCHITECTURE IV,5
LAPS 5320,EXPERIMENTAL DESIGN & METHODOLOGY,3
CRCJ 4340,FORENSIC DEATH INVESTIGATION,3
CE 2311,STATICS,3
ENGL 3350,ANALYSIS AND INTERPRETATION,3
SOCI 3355,APPS AND TOOLS FOR SOCIAL RESEARCH,3
KINE 5338,EXERCISE PRESCRIPTION FOR SPECIAL POPULATIONS,3
EXSA 0156,JOGGING FOR FITNESS,1
ENGL 5365,JUVENILE LITERATURE,3
KINE 4352,PUBLIC HEALTH SCIENCES AND METHODS,3
INTD 4394,DESIGN RESEARCH METHODS AND APPLICATION,3
ENGL 3382,LISTENING TO LITERATURE,3
GEOL 4330,UNDERSTANDING GEOGRAPHIC INFORMATION SYSTEMS,3
REAE 5323,REAL ESTATE PROJECT STUDIO,3
THEA 1310,MUSICAL THEATRE MUSICIANSHIP I,3
SPED 5313,SINGLE SUBJECT RESEARCH,3
CSE 3310,FUNDAMENTALS OF SOFTWARE ENGINEERING,3
BE 5191,DIRECTED RESEARCH IN BIOENGINEERING,1
GEOL 5375,INTRODUCTION TO WELL LOG INTERPRETATION AND MAPPING,3
BIOL 2444,GENERAL MICROBIOLOGY,4
CE 5359,HUMAN INTERACTION IN THE BUILT ENVIRONMENT,3
PHYS 5698,THESIS,6
MUSI 4251,PRIVATE LESSONS IN PERCUSSION,2
KINE 5232,FUNDAMENTALS OF ATHLETIC TRAINING II,2
AAST 3378,HISTORY OF THE CARIBBEAN,3
MUSI 3101,ITALIAN AND FRENCH DICTION,1
EDTC 4301,TECHNOLOGY APPLICATIONS,3
STATS 5313,MATHEMATICAL STATISTICS II,3
NURS 4462,POPULATION AND COMMUNITY HEALTH NURSING,4
BSAD 6310,FOUNDATIONS OF SCIENTIFIC INQUIRY,3
ART 3322,INTRODUCTION TO ART EDUCATION,3
GWSS 3360,GENDER AND THE PERFORMING ARTS,3
BIOL 3313,HUMAN ADAPTATION AND THE CONCEPT OF RACE,3
BCOM 5175,BUSINESS COMMUNICATIONS,1
BCOM 3360,EFFECTIVE BUSINESS COMMUNICATION,3
THEA 1342,THEATRE AND FILM APPRECIATION,3
MARK 6331,ADVANCED GLOBAL MARKETING THEORY,3
CE 5367,DESIGN OF EARTH STRUCTURES,3
BCMN 3355,BROADCAST ANNOUNCING,3
MUSI 4459,PRIVATE LESSONS IN BRASS,4
CSE 4317,COMPUTER SYSTEM DESIGN PROJECT II,3
HIST 6191,INDEPENDENT STUDY,1
ME 5329,ADDITIVE MANUFACTURING,3
MAE 3000,UNDERGRADUATE RESEARCH,0
BANA 3309,DATA VISUALIZATION AND BUSINESS INTELLIGENCE,3
POLS 5325,STATE POLITICS,3
KINE 5698,THESIS,6
BIOL 5304,VIROLOGY,3
